Ionic Liquid,T0_1s,lnA,Ea(kJ/mol),Cations,Anions,SMILES,conductivity(S/m)
triethylheptylammonium bis[(trifluoromethyl)sulfonyl]imide,236.1686812,2.55950726,2.728503024,triethylheptylammonium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.051
triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide,211.6642236,3.432527265,4.227853942,triethylhexylammonium,bis((trifluoromethyl)sulfonyl)imide,CCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0798
triethylhexylammonium bis(trifluoromethylsulfonyl)imide,211.6642236,3.432527265,4.227853942,triethylhexylammonium,bis(trifluoromethylsulfonyl)imide,CCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.0798
triethyloctylammonium bis[(trifluoromethyl)sulfonyl]imide,230.7335893,2.554819675,3.135436937,triethyloctylammonium,bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCC[N+](CC)(CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.033
triethylsulfonium bis((trifluoromethyl)sulfonyl)imide,164.9522035,4.224114101,5.06379982,triethylsulfonium,bis((trifluoromethyl)sulfonyl)imide,CC[S+](CC)CC|C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,0.708
trihexyl(isobutyl)phosphonium bromide,156.5585226,3.892038293,13.65790161,trihexyl(isobutyl)phosphonium,bromide,CCCCCC[P+](CCCCCC)(CCCCCC)CC(C)C|[Br-],0.000448291
trihexyl(tetradecyl)phosphonium acetate,190.9988979,2.021039312,6.493492253,trihexyl(tetradecyl)phosphonium,acetate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CC(=O)[O-],0.00554
trihexyl(tetradecyl)phosphonium butyrate,152.2288522,3.425732365,10.68110679,trihexyl(tetradecyl)phosphonium,butyrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCC(=O)[O-],0.004615066
trihexyl(tetradecyl)phosphonium chloride,133.5842621,8.548181504,14.05193315,trihexyl(tetradecyl)phosphonium,chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|[Cl-],0.178672393
trihexyl(tetradecyl)phosphonium hexanoate,162.3935202,2.757269019,9.625440956,trihexyl(tetradecyl)phosphonium,hexanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCCCC(=O)[O-],0.0033
trihexyl(tetradecyl)phosphonium octanoate,180.9582494,1.699212451,7.579731566,trihexyl(tetradecyl)phosphonium,octanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCCCCCC(=O)[O-],0.00228772
trihexyltetradecylphosphonium decanoate,145.2810582,2.818864465,11.69472676,trihexyltetradecylphosphonium,decanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|CCCCCCCCCC(=O)[O-],0.00174
trihexyltetradecylphosphonium heptadecafluorononanoate,144.814557,2.776551424,11.69896681,trihexyltetradecylphosphonium,heptadecafluorononanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(=O)(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],0.0017
trihexyltetradecylphosphonium heptadecafluorooctanesulfonate,154.1799516,2.998930816,12.31891144,trihexyltetradecylphosphonium,heptadecafluorooctanesulfonate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(C(C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.0007
trihexyltetradecylphosphonium nonafluorobutanesulfonate,151.7796686,2.901863861,10.92226311,trihexyltetradecylphosphonium,nonafluorobutanesulfonate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F,0.0023
trihexyltetradecylphosphonium nonafluoropentanoate,132.7060746,3.142627186,11.59274323,trihexyltetradecylphosphonium,nonafluoropentanoate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC|C(=O)(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)[O-],0.0053
