Name,SMILES,Melting_Point_Average(K)
Ethylammonium octanoate,CCCCCCCC(=O)[O-].CC[NH3+],269.15
4-Benzyl-4-methylmorpholinium octanoate,CCCCCCCC(=O)[O-].C[N+]1(Cc2ccccc2)CCOCC1,298.15
"1-methyl-3-(9E)-9-octadecen-1-yl-1H-Imidazolium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",CCCCCCCC/C=C/CCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,289.2
methyltrioctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,267.2
tetraoctylammonium oleate,CCCCCCCC/C=C\CCCCCCCC(=O)[O-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,248
1-methyl-3-oleylimidazolium tetrafluoroborate,CCCCCCCC/C=C\CCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,288.1
1-oleyl-3-methylimidazolium bis(trifluoromethanesulfonyl)imide,CCCCCCCC/C=C\CCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,252.275
lead(2+) nonanoate,CCCCCCCCC(=O)[O-].CCCCCCCCC(=O)[O-].[Pb+2],384.8
(2-decanoyloxyethyl)dimethylpentyloxymethylammonium trifluoroacetate,CCCCCCCCCC(=O)OCC[N+](C)(C)COCCCCC.O=C([O-])C(F)(F)F,279.8
"decanoic acid, mercuric salt",CCCCCCCCCC(=O)[O-].CCCCCCCCCC(=O)[O-].[Hg+2],389.3
trihexyl-tetradecylphosphonium decanoate,CCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC,298.15
decanoic acid cyclohexanamine salt (1:1),CCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,353.65
lead(2+) diundecanoate,CCCCCCCCCCC(=O)[O-].CCCCCCCCCCC(=O)[O-].[Pb+2],383.7
mercury(II) dodecanoate,CCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCC(=O)[O-].[Hg+2],394.2
N-butylethanolammonium laurate,CCCCCCCCCCCC(=O)[O-].CCCC[NH2+]CCO,327.1
N-phenylethanolammonium laurate,CCCCCCCCCCCC(=O)[O-].OCC[NH2+]c1ccccc1,313.1
dodecanoic acid cyclohexanamine salt (1:1),CCCCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,357.65
"lauric acid, thallium(1+) salt",CCCCCCCCCCCC(=O)[O-].[Tl+],398
tridecanoic acid cyclohexylamine salt (1:1),CCCCCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,356.95
mercury(II) tetradecanoate,CCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCC(=O)[O-].[Hg+2],387
1-ethyl-3-methylimidazolium tetradecanoate,CCCCCCCCCCCCCC(=O)[O-].CCn1cc[n+](C)c1,318.4
1-(3-hydroxypropyl)-3-methylimidazolium myristate,CCCCCCCCCCCCCC(=O)[O-].C[n+]1ccn(CCCO)c1,324.1
1-(2-hydroxyethyl)-3-methylimidazolium myristate,CCCCCCCCCCCCCC(=O)[O-].C[n+]1ccn(CCO)c1,325.8
tetradecanoic acid cyclohexanamine salt(1:1),CCCCCCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,360.75
"N,N_¢__?di(tridecylfluoro-propyl)-4,4_¢__?bipyridinium di[bis((trifluoromethyl)sulfonyl)imide]",CCCCCCCCCCCCCC(F)CC[n+]1ccc(-c2cc[n+](CCC(F)CCCCCCCCCCCCC)cc2)cc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,422.15
"N,N_¢__?di(tridecylfluoro-propyl)-4,4_¢__?bipyridinium di[trifluoromethanesulfonate]",CCCCCCCCCCCCCC(F)CC[n+]1ccc(-c2cc[n+](CCC(F)CCCCCCCCCCCCC)cc2)cc1.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,438.15
"palmitic acid, mercury(2+) salt",CCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCC(=O)[O-].[Hg+2],390.3
N-butylethanolammonium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].CCCC[NH2+]CCO,323.1
1-ethyl-3-methylimidazolium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].CCn1cc[n+](C)c1,326.9
1-(3-hydroxypropyl)-3-methylimidazolium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].C[n+]1ccn(CCCO)c1,331.4
1-(2-hydroxyethyl)-3-methylimidazolium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].C[n+]1ccn(CCO)c1,335.6
N-phenylethanolammonium palmitate,CCCCCCCCCCCCCCCC(=O)[O-].OCC[NH2+]c1ccccc1,332.1
hexadecanoic acid cyclohexanamine salt (1:1),CCCCCCCCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,363.75
"palmitic acid, thallium(1+) salt",CCCCCCCCCCCCCCCC(=O)[O-].[Tl+],390
tributyl(ethyl)phosphonium heptadecanoate,CCCCCCCCCCCCCCCCC(=O)[O-].CCCC[P+](CC)(CCCC)CCCC,251.8
heptadecanoic acid cyclohexanamine salt (1:1),CCCCCCCCCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,363.95
"pyridinium, 4-(1-hexadecylheptadecyl)-1-methyl-, chloride",CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1.[Cl-],337.1
"pyridinium, 4-(1-hexadecylheptadecyl)-1-methyl-, iodide",CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCCCC)c1cc[n+](C)cc1.[I-],345.1
mercury(II) stearate,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Hg+2],393.2
1-ethyl-3-methylimidazolium stearate,CCCCCCCCCCCCCCCCCC(=O)[O-].CCn1cc[n+](C)c1,333.9
1-(3-hydroxypropyl)-3-methylimidazolium stearate,CCCCCCCCCCCCCCCCCC(=O)[O-].C[n+]1ccn(CCCO)c1,338.8
1-(2-hydroxyethyl)-3-methylimidazolium stearate,CCCCCCCCCCCCCCCCCC(=O)[O-].C[n+]1ccn(CCO)c1,339.4
octadecanoic acid cyclohexanamine salt (1:1),CCCCCCCCCCCCCCCCCC(=O)[O-].[N+]C1CCCCC1,366.15
"stearic acid, thallium(1+) salt",CCCCCCCCCCCCCCCCCC(=O)[O-].[Tl+],385
"2-(docosyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",CCCCCCCCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],381.15
"2-(docosyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium dicyanamide",CCCCCCCCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,353
1-docosyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,341.1
1-cosyl-3-methylimidazolium bromide,CCCCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],341.5
1-Cosyl-3-methylimidazolium chloride,CCCCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],333.35
dimethyl di-octadecyl dimethylguanidinium dicyanamide,CCCCCCCCCCCCCCCCCCN(C)C(N(C)CCCCCCCCCCCCCCCCCC)=[N+](C)C.N#C[N-]C#N,351.1
dimethyl di-octadecyl dimethylguanidinium tetraphenylborate,CCCCCCCCCCCCCCCCCCN(C)C(N(C)CCCCCCCCCCCCCCCCCC)=[N+](C)C.c1ccc([B-](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,351.1
"tributyl(octadecyl)phosphonium 1,2,3-triazolide",CCCCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[c-]1c[nH]nn1,297
3-methyl-1-octadecyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.F[B-](F)(F)F,331.1
3-methyl-1-octadecyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,CCCCCCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=S(=O)([O-])C(F)(F)F,337.1
3-methyl-1-octadecyl-2-(thiazol-4-yl)benzimidazolium nitrate,CCCCCCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=[N+]([O-])[O-],339.1
1-octadecyl-4-methylpyridinium hexafluorophosphate,CCCCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,361.15
"N-octadecyl-isoquinolinium tetrakis[3,5-bis(trifluoromethyl)phenyl]borate",CCCCCCCCCCCCCCCCCC[n+]1ccc2ccccc2c1.FC(F)(F)c1cc([B-](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,304.15
1-octadecyl-3-methylpyridinium hexafluorophosphate,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,360.15
3-methyl-1-octadecylpyridinium chloride,CCCCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],385.7
n-octadecyl pyridinium hexafluorophosphate,CCCCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,399.15
1-methyl-3-octadecylimidazolium tris(pentafluoroethyl)trifluorophosphate,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.FC(F)(F)C(F)(F)[P-](F)(F)(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,319.1
1-methyl-3-octadecylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[B-](F)(F)F,339.1
1-methyl-3-octadecylimidazolium hexafluorophosphate,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,353.1
1-methyl-3-octadecylimidazolium bis(nonafluorobutanesulfonyl)imide,CCCCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,335.1
1-octadecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,339.95
1-octadecyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,353.3
3-methyl-1-octadecyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,323.9416667
1-octadecyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,338.05
1-octadecyl-3-methylimidazolium Bromide,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],326.35
1-octadecyl-3-methylimidazolium chloride,CCCCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],335.6
"N-heptadecylfluoro-decyl-4,4_¢__?bipyridinium bis((trifluoromethyl)sulfonyl)imide",CCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,367.15
"N-heptadecylfluoro-decyl-4,4_¢__?bipyridinium trifluoromethanesulfonate",CCCCCCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCCCC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,382.15
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],378.15
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,377.15
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium dicyanamide",CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,336.1
"2-(hexadecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],372.1
"N,N,N-trimethyl-1-hexadecanaminium bromide",CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],520.1
1-hexadecyl-1-methylpiperidinium chloride,CCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.[Cl-],365.9
1-hexadecyl-1-methylpiperidinium hydroxide,CCCCCCCCCCCCCCCC[N+]1(C)CCCCC1.[OH-],338.1
hexadecyltributylphosphonium bromide,CCCCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC.[Br-],333.15
hexadecyltrihexylphosphonium chloride,CCCCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],298.15
1-hexadecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.F[B-](F)(F)F,331.1
1-hexadecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,CCCCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=S(=O)([O-])C(F)(F)F,323.1
1-hexadecyl-3-methyl-2-(thiazol-4-yl)benzimidazolium nitrate,CCCCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=[N+]([O-])[O-],333.1
1-hexadecyl-4-methylpyridinium hexafluorophosphate,CCCCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,348.15
1-hexadecyl-3-methylpyridinium hexafluorophosphate,CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,347.15
1-hexadecyl-3-methylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],383.025
n-hexadecyl pyridinium hexafluorophosphate,CCCCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,399.15
1-hexadecylpyridinium N-cyclohexylsulfamate,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,377.65
cetylpyridinium chloride,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],354.1
1-hexadecylpyridinium hydroxide,CCCCCCCCCCCCCCCC[n+]1ccccc1.[OH-],342.6
3-hexadecyl-1-methyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,320.1
3-hexadecylthiazolium bis((trifluoromethyl)sulfonyl)amide,CCCCCCCCCCCCCCCC[n+]1ccsc1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,330.1
1-hexadecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,325.775
1-hexadecyl-3-methylimidazolium hexafluorophosphate,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,350.6125
1-hexadecyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)imide,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,315.75
1-hexadecyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,332
1-hexadecyl-3-methylimidazolium bromide,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],331.61875
1-hexadecyl-3-methylimidazolium chloride,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],322.7833333
"1-hexadecyl-2,3-dimethylimidazolium bromide",CCCCCCCCCCCCCCCCn1cc[n+](C)c1C.[Br-],371.7
1-pentadecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,328.35
"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium methanesulfonate",CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],377.15
"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium tetrafluoroborate",CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,369.1
"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium dicyanamide",CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,334.1
"N,N,N-trimethyl-2-oxo-2-(tetradecyloxy)ethan-1-aminium perchlorate",CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],367.1
"3-(2,3-bis(tetradecylthio)propyl)-1-methylimidazolium bis(trifluoromethanesulfonyl)amide",CCCCCCCCCCCCCCSCC(C[n+]1ccn(C)c1)SCCCCCCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,285.9
"3-(2,3-bis(tetradecylthio)propyl)-1-methylimidazolium chloride",CCCCCCCCCCCCCCSCC(C[n+]1ccn(C)c1)SCCCCCCCCCCCCCC.[Cl-],328.4
tripentyl-tetradecylammonium bromide,CCCCCCCCCCCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],336.15
"1-tetradecyl-2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepinium thiocyanate",CCCCCCCCCCCCCC[N+]1=C2CCCCCN2CCC1.N#C[S-],321.1
tetradecylammonium bis((trifluoromethyl)sulfonyl)imide,CCCCCCCCCCCCCC[NH3+].O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,303.95
trihexyl-tetradecylphosphonium methylxanthate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.COC(=S)[S-],203.15
trihexyl-tetradecylphosphonium tetrafluoroborate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[B-](F)(F)F,311.65
trihexyl-tetradecylphosphonium hexafluorophosphate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.F[P-](F)(F)(F)(F)F,312.65
trihexyl-tetradecylphosphonium dicyanoamide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[N-]C#N,295.65
trihexyl(tetradecyl)phosphonium cyanate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.N#C[O-],285.15
trihexyl-tetradecylphosphonium dicyclohexylphosphinate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=P([O-])(C1CCCCC1)C1CCCCC1,298.15
trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,283.375
trihexyl-tetradecylphosphonium trifluoromethanesulfonate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=S(=O)([O-])C(F)(F)F,298.15
trihexyl-tetradecylphosphonium nitrate,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.O=[N+]([O-])[O-],298.15
trihexyl-tetradecylphosphonium bromide,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Br-],252.65
trihexyl-tetradecylphosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCC)(CCCCCC)CCCCCC.[Cl-],249.475
Trioctyl(n-tetradecyl)phosphonium chloride,CCCCCCCCCCCCCC[P+](CCCCCCCC)(CCCCCCCC)CCCCCCCC.[Cl-],253.15
3-methyl-1-tetradecyl-2-(thiazol-4-yl)benzimidazolium tetrafluoroborate,CCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.F[B-](F)(F)F,333.1
3-methyl-1-tetradecyl-2-(thiazol-4-yl)benzimidazolium trifluoromethanesulfonate,CCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=S(=O)([O-])C(F)(F)F,328.1
3-methyl-1-tetradecyl-2-(thiazol-4-yl)benzimidazolium nitrate,CCCCCCCCCCCCCC[n+]1c(-c2cscn2)n(C)c2ccccc21.O=[N+]([O-])[O-],334.1
1-tetradecyl-4-methylpyridinium hexafluorophosphate,CCCCCCCCCCCCCC[n+]1ccc(C)cc1.F[P-](F)(F)(F)(F)F,344.15
1-tetradecyl-3-methylpyridinium hexafluorophosphate,CCCCCCCCCCCCCC[n+]1cccc(C)c1.F[P-](F)(F)(F)(F)F,341.15
1-tetradecyl-3-methylpyridinium chloride,CCCCCCCCCCCCCC[n+]1cccc(C)c1.[Cl-],367.325
n-tetradecyl pyridinium hexafluorophosphate,CCCCCCCCCCCCCC[n+]1ccccc1.F[P-](F)(F)(F)(F)F,397.15
1-methyl-3-tetradecylimidazolium chloride,CCCCCCCCCCCCCC[n+]1ccn(C)c1.[Cl-],467.2
1-benzyl-2-methyl-3-n-tetradecylimidazolium bromide,CCCCCCCCCCCCCC[n+]1ccn(Cc2ccccc2)c1C.[Br-],376.15
1-tetradecyl-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,312.6166667
1-tetradecyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,307.87125
1-tetradecyl-3-methylimidazolium trifluoromethanesulfonate,CCCCCCCCCCCCCCn1cc[n+](C)c1.O=S(=O)([O-])C(F)(F)F,325.15
1-tetradecyl-3-methylimidazolium bromide,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],308.225
1-tetradecyl-3-methylimidazolium chloride,CCCCCCCCCCCCCCn1cc[n+](C)c1.[Cl-],302.9166667
tridecylmethylphosphonium nitrate,CCCCCCCCCCCCC[PH2+]C.O=[N+]([O-])[O-],332.85
tridecylmethylphosphonium bromide,CCCCCCCCCCCCC[PH2+]C.[Br-],318.85
tridecylmethylphosphonium chloride,CCCCCCCCCCCCC[PH2+]C.[Cl-],326.4
"N-tridecylfluoro-octyl-4,4_¢__?bipyridinium bis((trifluoromethyl)sulfonyl)imide",CCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,325.15
"N-tridecylfluoro-octyl-4,4_¢__?bipyridinium trifluoromethanesulfonate",CCCCCCCCCCCCC[n+]1ccc(-c2cc[nH+]cc2)c(F)c1CCCCCCCC.O=S(=O)([O-])C(F)(F)F.O=S(=O)([O-])C(F)(F)F,377.15
"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium methanesulfonate",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.CS(=O)(=O)[O-],377.15
"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium tetrafluoroborate",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.F[B-](F)(F)F,362.1
"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium dicyanamide",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.N#C[N-]C#N,331.1
"2-(dodecyloxy)-N,N,N-trimethyl-2-oxoethan-1-aminium perchlorate",CCCCCCCCCCCCOC(=O)C[N+](C)(C)C.[O-][Cl+3]([O-])([O-])[O-],357.1
1-((dodecyloxy)methyl)pyridinium N-cyclohexylsulfamate,CCCCCCCCCCCCOC[n+]1ccccc1.O=S(=O)([O-])NC1CCCCC1,305.65
1-(1-dodecoxymethyl)-3-methylimidazolium tetrafluoroborate,CCCCCCCCCCCCOCn1cc[n+](C)c1.F[B-](F)(F)F,336.15
1-(1-dodecoxymethyl)-3-methylimidazolium hexafluorophosphate,CCCCCCCCCCCCOCn1cc[n+](C)c1.F[P-](F)(F)(F)(F)F,335.15
"1,3-didodecyloxymethylimidazolium tetrafluoroborate",CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.F[B-](F)(F)F,351.15
"1,3-didodecyloxymethylimidazolium hexafluorophosphate",CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.F[P-](F)(F)(F)(F)F,377.15
"1,3-didodecyloxymethylimidazolium bis((trifluoromethyl)sulfonyl)imide",CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,317.15
"1,3-didodecyloxymethylimidazolium chloride",CCCCCCCCCCCCOCn1cc[n+](COCCCCCCCCCCCC)c1.[Cl-],381.15
1-dodecyloxymethylimidazolium  L-lactate,CCCCCCCCCCCCOCn1cc[nH+]c1.C[C@H](O)C(=O)[O-],298.15
1-Dodecyl-3-methylimidazolium dodecyl methylphosphonate,CCCCCCCCCCCCOP(C)(=O)[O-].CCCCCCCCCCCCn1cc[n+](C)c1,332.65
tetrabutylammonium dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCC[N+](CCCC)(CCCC)CCCC,250.25
1-butyl-3-methylimidazolium dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCn1cc[n+](C)c1,274.95
4-Benzyl-4-methylmorpholinium dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].C[N+]1(Cc2ccccc2)CCOCC1,338.15
sodium dodecyl sulfate,CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],474.6
"3-(2,3-bis(dodecylthio)propyl)-1-methylimidazolium bis(trifluoromethanesulfonyl)amide",CCCCCCCCCCCCSCC(C[n+]1ccn(C)c1)SCCCCCCCCCCCC.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,272.4
"3-(2,3-bis(dodecylthio)propyl)-1-methylimidazolium chloride",CCCCCCCCCCCCSCC(C[n+]1ccn(C)c1)SCCCCCCCCCCCC.[Cl-],313.9
dodecyltrimethylammonium bromide,CCCCCCCCCCCC[N+](C)(C)C.[Br-],538.1
"N-adamantyl-N,N-dimethyl-N-dodecylammonium bis(fluorosulfonyl)amide",CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)(F)[N-]S(=O)(=O)F,375.4
"N-adamantyl-N,N-dimethyl-N-dodecylammonium bis(trifluoromethylsulfonyl)imide",CCCCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,319.4
